Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,Soil_Type,Crop_Type,Fertilizer
26.3,38,31,9,51,14,Red,Oil Seeds,SSP
27.2,56,42,9,5,21,Loamy,Maize,Ammonium Sulphate
24.7,38,27,11,44,10,Loamy,Oil Seeds,SSP
29.0,59,41,17,69,25,Loamy,Wheat,DAP
30.0,49,25,0,19,74,Black,Maize,MOP
28.8,55,38,85,12,1,Clayey,Oil Seeds,Urea
24.6,67,33,5,80,14,Black,Millets,DAP
22.2,39,33,92,12,7,Clayey,Ground Nuts,Urea
27.9,48,46,50,57,53,Loamy,Rice,NPK 10-26-26
30.4,47,35,10,51,10,Loamy,Wheat,SSP
32.5,52,50,12,74,21,Red,Rice,DAP
30.2,71,38,40,48,48,Red,Cotton,NPK 10-26-26
30.9,73,51,50,39,23,Red,Maize,NPK 20-20-20
26.0,64,47,31,22,43,Black,Wheat,Ammonium Sulphate
24.7,51,43,49,55,49,Loamy,Cotton,NPK 10-26-26
33.6,73,58,52,53,36,Black,Sugarcane,NPK 20-20-20
25.3,69,54,13,74,24,Black,Oil Seeds,DAP
34.1,57,43,89,0,22,Clayey,Maize,Urea
29.3,50,50,10,80,4,Red,Wheat,DAP
24.6,60,55,44,53,51,Clayey,Maize,NPK 10-26-26
24.7,54,47,82,32,8,Clayey,Rice,Urea
28.5,69,57,57,40,43,Sandy,Maize,NPK 20-20-20
34.2,50,49,57,42,39,Loamy,Sugarcane,NPK 20-20-20
34.4,48,37,96,8,20,Sandy,Oil Seeds,Urea
27.2,47,39,100,12,14,Black,Maize,Urea
25.2,53,50,5,69,18,Black,Wheat,DAP
17.4,41,39,74,19,9,Sandy,Maize,Urea
29.0,56,31,9,21,20,Sandy,Maize,Ammonium Sulphate
24.5,36,24,11,56,19,Black,Oil Seeds,SSP
30.5,59,32,27,27,27,Black,Sugarcane,Ammonium Sulphate
27.9,66,43,22,78,13,Black,Rice,DAP
32.7,46,43,55,53,50,Sandy,Tobacco,NPK 10-26-26
19.4,40,29,15,53,5,Sandy,Pulses,SSP
30.3,50,51,11,78,21,Loamy,Pulses,DAP
31.6,70,50,15,69,19,Red,Maize,DAP
35.2,72,55,61,42,42,Sandy,Tobacco,NPK 20-20-20
32.0,66,43,50,31,46,Sandy,Sugarcane,NPK 20-20-20
30.2,72,46,75,41,44,Red,Sugarcane,NPK 20-20-20
41.6,60,62,44,48,32,Loamy,Sugarcane,NPK 20-20-20
18.5,42,28,16,45,5,Sandy,Oil Seeds,SSP
23.8,58,43,74,19,0,Red,Rice,Urea
27.7,44,52,85,24,7,Clayey,Cotton,Urea
32.5,73,65,52,40,42,Red,Millets,NPK 20-20-20
32.6,41,40,18,16,14,Loamy,Ground Nuts,Ammonium Sulphate
34.2,56,39,95,11,7,Clayey,Rice,Urea
22.6,60,45,16,77,14,Loamy,Pulses,DAP
31.6,43,36,20,15,75,Loamy,Wheat,MOP
32.9,47,25,15,16,63,Black,Rice,MOP
20.5,49,31,1,37,19,Loamy,Maize,SSP
24.3,48,32,21,52,10,Black,Ground Nuts,SSP
33.3,62,43,59,46,54,Red,Sugarcane,NPK 20-20-20
27.4,62,43,51,49,58,Loamy,Cotton,NPK 10-26-26
30.9,59,38,47,52,70,Sandy,Rice,NPK 10-26-26
24.1,56,48,36,59,60,Sandy,Wheat,NPK 10-26-26
29.1,42,44,8,10,68,Black,Rice,MOP
30.9,68,54,63,52,31,Red,Cotton,NPK 20-20-20
28.8,74,58,71,39,40,Sandy,Tobacco,NPK 20-20-20
24.9,54,41,40,51,53,Red,Maize,NPK 10-26-26
27.7,52,29,83,1,0,Sandy,Sugarcane,Urea
31.6,49,46,27,51,66,Loamy,Cotton,NPK 10-26-26
25.9,61,23,6,0,65,Red,Maize,MOP
37.0,43,38,11,18,83,Red,Maize,MOP
35.0,37,37,9,5,70,Black,Maize,MOP
29.8,75,56,67,53,49,Red,Wheat,NPK 20-20-20
28.0,61,46,62,15,24,Sandy,Sugarcane,Urea
34.7,63,52,54,54,53,Red,Wheat,NPK 10-26-26
35.6,44,38,12,20,73,Loamy,Maize,MOP
22.8,35,26,15,59,10,Red,Wheat,SSP
30.7,50,49,12,78,15,Red,Pulses,DAP
28.3,37,34,25,25,33,Sandy,Millets,Ammonium Sulphate
32.2,53,30,13,4,78,Black,Maize,MOP
26.9,55,31,13,12,33,Loamy,Maize,Ammonium Sulphate
25.9,29,24,12,58,3,Black,Pulses,SSP
28.3,40,37,88,9,0,Loamy,Pulses,Urea
27.8,55,30,81,20,6,Loamy,Maize,Urea
34.5,37,38,21,22,31,Loamy,Maize,Ammonium Sulphate
26.2,40,40,10,51,4,Loamy,Millets,SSP
31.5,42,33,11,17,72,Red,Maize,MOP
23.4,50,44,25,27,21,Loamy,Maize,Ammonium Sulphate
25.4,44,44,56,51,53,Red,Maize,NPK 10-26-26
27.2,41,32,0,48,15,Red,Millets,SSP
31.3,51,35,20,17,32,Sandy,Maize,Ammonium Sulphate
23.3,54,32,9,18,68,Red,Cotton,MOP
20.1,47,45,10,12,33,Red,Maize,Ammonium Sulphate
26.0,57,33,20,16,30,Sandy,Millets,Ammonium Sulphate
26.1,50,43,12,71,19,Black,Maize,DAP
28.6,60,37,7,76,29,Loamy,Wheat,DAP
24.9,51,28,11,46,15,Red,Pulses,SSP
23.8,63,42,19,80,34,Red,Wheat,DAP
35.5,51,36,11,18,80,Red,Maize,MOP
27.0,41,43,6,6,29,Sandy,Tobacco,Ammonium Sulphate
29.8,73,50,52,46,36,Red,Maize,NPK 20-20-20
27.1,45,41,46,50,57,Red,Wheat,NPK 10-26-26
27.1,47,42,28,21,43,Red,Wheat,Ammonium Sulphate
27.6,63,45,22,21,35,Sandy,Maize,Ammonium Sulphate
22.4,60,42,36,57,64,Loamy,Cotton,NPK 10-26-26
32.7,44,43,24,21,29,Loamy,Maize,Ammonium Sulphate
26.6,48,33,16,66,13,Sandy,Pulses,SSP
31.1,45,41,11,20,72,Black,Maize,MOP
31.3,48,39,11,31,14,Loamy,Wheat,Ammonium Sulphate
27.7,47,51,16,12,28,Sandy,Oil Seeds,Ammonium Sulphate
31.0,64,54,16,83,27,Black,Maize,DAP
23.7,49,44,44,51,58,Red,Oil Seeds,NPK 10-26-26
27.6,75,48,45,43,39,Red,Cotton,NPK 20-20-20
31.6,59,45,21,83,30,Black,Maize,DAP
29.0,39,37,67,25,12,Clayey,Wheat,Urea
21.8,65,40,31,52,64,Loamy,Rice,NPK 10-26-26
31.4,52,24,6,53,6,Red,Millets,SSP
28.4,45,39,30,36,28,Red,Rice,Ammonium Sulphate
29.6,46,38,42,38,58,Loamy,Rice,NPK 10-26-26
30.8,61,44,26,21,35,Sandy,Maize,Ammonium Sulphate
22.6,37,28,23,39,11,Red,Oil Seeds,SSP
20.7,42,40,20,30,20,Sandy,Wheat,Ammonium Sulphate
29.6,50,50,21,34,39,Loamy,Millets,Ammonium Sulphate
32.6,76,48,54,33,44,Red,Tobacco,NPK 20-20-20
33.6,66,48,31,26,31,Red,Tobacco,Ammonium Sulphate
31.4,59,44,50,41,42,Red,Maize,NPK 20-20-20
34.5,49,38,5,10,66,Loamy,Wheat,MOP
22.3,49,37,10,59,17,Red,Pulses,SSP
37.1,41,44,5,16,67,Clayey,Maize,MOP
17.6,46,27,62,8,30,Clayey,Sugarcane,Urea
29.0,51,41,51,45,54,Red,Maize,NPK 10-26-26
29.1,69,38,56,63,53,Loamy,Wheat,NPK 10-26-26
38.9,50,35,38,65,53,Red,Cotton,NPK 10-26-26
27.3,67,40,51,56,60,Red,Wheat,NPK 10-26-26
35.6,73,47,25,90,25,Red,Rice,DAP
32.0,57,44,13,88,9,Loamy,Maize,DAP
31.5,72,56,40,40,34,Loamy,Cotton,NPK 20-20-20
23.2,63,49,58,43,43,Clayey,Ground Nuts,NPK 20-20-20
34.0,46,44,8,28,18,Sandy,Pulses,Ammonium Sulphate
31.0,37,34,16,10,68,Red,Cotton,MOP
24.0,48,31,20,16,28,Loamy,Ground Nuts,Ammonium Sulphate
29.3,66,42,55,55,59,Red,Ground Nuts,NPK 10-26-26
30.0,48,48,86,19,15,Loamy,Sugarcane,Urea
33.5,45,54,18,77,7,Black,Pulses,DAP
33.8,55,44,92,12,10,Clayey,Rice,Urea
27.1,47,46,89,13,5,Black,Maize,Urea
28.9,55,52,52,44,44,Sandy,Cotton,NPK 20-20-20
34.1,51,32,22,14,24,Loamy,Tobacco,Ammonium Sulphate
26.8,71,40,7,84,32,Red,Maize,DAP
35.0,42,52,7,12,65,Loamy,Cotton,MOP
23.9,44,43,98,4,15,Black,Maize,Urea
32.4,50,28,4,9,68,Loamy,Rice,MOP
29.1,44,26,13,45,7,Red,Ground Nuts,SSP
27.3,47,48,37,22,26,Loamy,Maize,Ammonium Sulphate
27.6,35,20,5,58,7,Red,Oil Seeds,SSP
33.6,75,49,49,30,34,Loamy,Tobacco,NPK 20-20-20
32.4,60,53,22,65,19,Red,Maize,DAP
28.3,50,57,82,7,5,Clayey,Maize,Urea
36.0,45,34,12,9,66,Loamy,Rice,MOP
22.5,72,29,80,15,21,Sandy,Cotton,Urea
28.9,66,56,63,48,35,Black,Sugarcane,NPK 20-20-20
23.6,57,53,47,65,64,Red,Maize,NPK 10-26-26
25.3,66,46,42,45,63,Loamy,Cotton,NPK 10-26-26
21.5,56,36,45,52,51,Clayey,Rice,NPK 10-26-26
36.7,62,36,85,25,11,Clayey,Sugarcane,Urea
34.7,46,39,12,15,84,Loamy,Pulses,MOP
28.2,46,28,86,13,6,Black,Tobacco,Urea
26.4,21,22,9,55,3,Red,Oil Seeds,SSP
25.8,60,36,13,14,90,Red,Oil Seeds,MOP
29.9,52,37,93,14,16,Clayey,Wheat,Urea
27.2,51,44,20,19,37,Black,Tobacco,Ammonium Sulphate
29.2,48,44,3,14,72,Black,Maize,MOP
29.0,47,43,16,4,73,Red,Maize,MOP
33.8,52,30,3,0,72,Loamy,Ground Nuts,MOP
27.4,76,71,60,32,32,Clayey,Tobacco,NPK 20-20-20
29.3,56,35,10,61,15,Red,Rice,DAP
31.6,66,40,29,69,22,Sandy,Rice,DAP
31.7,65,52,63,51,50,Black,Cotton,NPK 20-20-20
28.8,51,47,5,15,57,Loamy,Cotton,MOP
24.2,47,26,28,22,28,Sandy,Maize,Ammonium Sulphate
28.7,46,35,27,18,35,Loamy,Millets,Ammonium Sulphate
34.7,65,48,5,63,7,Black,Sugarcane,DAP
23.0,63,38,35,49,64,Red,Wheat,NPK 10-26-26
42.7,62,60,51,42,37,Black,Ground Nuts,NPK 20-20-20
24.1,60,43,22,79,22,Red,Wheat,DAP
23.0,51,37,92,28,19,Loamy,Wheat,Urea
25.0,47,38,51,58,50,Red,Cotton,NPK 10-26-26
28.4,43,28,13,69,7,Red,Pulses,SSP
32.9,33,42,18,4,72,Loamy,Maize,MOP
28.5,37,46,94,8,13,Loamy,Cotton,Urea
24.7,37,39,10,45,17,Loamy,Oil Seeds,SSP
27.2,48,29,7,53,11,Sandy,Ground Nuts,SSP
32.3,42,31,4,14,76,Red,Rice,MOP
32.7,68,51,47,50,42,Red,Wheat,NPK 10-26-26
27.6,66,55,52,49,51,Sandy,Rice,NPK 10-26-26
30.7,52,33,95,19,12,Sandy,Tobacco,Urea
24.7,27,25,7,56,18,Red,Maize,SSP
37.8,71,57,28,78,28,Red,Rice,DAP
24.9,56,48,11,80,30,Red,Wheat,DAP
25.8,44,41,32,30,23,Loamy,Wheat,Ammonium Sulphate
20.0,51,30,26,26,39,Red,Tobacco,Ammonium Sulphate
34.0,60,49,73,13,15,Clayey,Wheat,Urea
18.0,42,38,15,55,14,Black,Ground Nuts,SSP
27.2,38,23,5,56,14,Sandy,Pulses,SSP
29.9,55,41,71,6,22,Loamy,Rice,Urea
24.8,53,36,89,13,0,Black,Cotton,Urea
30.9,61,57,51,31,47,Sandy,Tobacco,NPK 20-20-20
34.1,43,36,68,12,13,Sandy,Pulses,Urea
31.6,53,39,10,77,8,Red,Pulses,DAP
27.6,60,44,43,61,42,Loamy,Millets,NPK 10-26-26
24.6,52,36,85,23,18,Clayey,Cotton,Urea
20.4,51,27,21,63,14,Loamy,Ground Nuts,SSP
30.1,55,43,11,65,25,Red,Wheat,DAP
29.0,51,46,88,28,0,Black,Cotton,Urea
24.5,80,56,60,45,31,Loamy,Sugarcane,NPK 20-20-20
20.0,19,36,12,15,37,Red,Wheat,Ammonium Sulphate
29.8,52,30,6,57,4,Red,Ground Nuts,SSP
31.1,38,22,13,56,11,Red,Pulses,SSP
28.3,65,56,48,52,50,Black,Maize,NPK 20-20-20
32.0,54,49,30,23,15,Red,Maize,Ammonium Sulphate
25.7,45,35,26,21,26,Sandy,Wheat,Ammonium Sulphate
24.7,46,47,18,71,23,Black,Sugarcane,DAP
30.9,46,49,46,58,57,Clayey,Maize,NPK 10-26-26
34.2,42,34,9,15,68,Black,Rice,MOP
32.5,57,35,5,15,77,Black,Pulses,MOP
25.5,66,65,12,83,20,Black,Maize,DAP
26.1,63,34,73,11,17,Red,Wheat,Urea
37.8,60,60,50,42,53,Sandy,Sugarcane,NPK 20-20-20
36.0,71,53,63,35,44,Red,Ground Nuts,NPK 20-20-20
31.6,53,33,8,12,74,Loamy,Wheat,MOP
30.2,52,42,14,22,28,Clayey,Maize,Ammonium Sulphate
31.1,60,63,45,42,42,Red,Sugarcane,NPK 20-20-20
24.0,50,47,94,23,10,Loamy,Oil Seeds,Urea
24.9,45,43,25,16,38,Black,Tobacco,Ammonium Sulphate
31.2,57,41,15,98,18,Red,Pulses,DAP
28.4,43,33,17,55,10,Red,Pulses,SSP
31.9,53,51,47,53,55,Red,Cotton,NPK 10-26-26
32.8,63,44,13,79,23,Loamy,Rice,DAP
36.4,35,29,12,47,4,Red,Pulses,SSP
25.4,49,41,19,23,19,Red,Millets,Ammonium Sulphate
32.3,51,56,22,72,27,Sandy,Maize,DAP
25.4,58,57,56,43,57,Red,Rice,NPK 10-26-26
26.4,30,33,9,18,80,Red,Rice,MOP
20.2,43,39,12,29,33,Red,Maize,Ammonium Sulphate
32.0,59,41,78,20,22,Clayey,Maize,Urea
28.4,68,47,55,38,32,Sandy,Maize,NPK 20-20-20
26.0,48,36,27,19,23,Loamy,Maize,Ammonium Sulphate
32.0,43,30,13,54,25,Loamy,Ground Nuts,SSP
31.0,44,32,5,53,6,Red,Pulses,SSP
28.6,66,46,46,61,60,Loamy,Pulses,NPK 10-26-26
31.5,54,40,40,12,23,Clayey,Wheat,Ammonium Sulphate
32.1,72,57,55,37,40,Loamy,Cotton,NPK 20-20-20
27.0,68,47,45,45,46,Loamy,Maize,NPK 20-20-20
28.4,62,39,85,6,15,Black,Rice,Urea
25.1,34,34,5,59,23,Sandy,Millets,SSP
25.2,48,26,8,71,10,Sandy,Pulses,SSP
30.6,58,37,73,15,0,Black,Sugarcane,Urea
28.6,42,36,5,53,0,Loamy,Pulses,SSP
28.8,55,44,76,26,9,Loamy,Sugarcane,Urea
22.5,39,44,0,52,6,Loamy,Pulses,SSP
33.0,53,31,9,52,10,Red,Ground Nuts,SSP
24.5,57,38,47,55,52,Red,Cotton,NPK 10-26-26
28.8,56,54,69,51,39,Loamy,Tobacco,NPK 20-20-20
32.1,48,37,12,63,5,Red,Cotton,SSP
26.5,49,24,21,17,25,Sandy,Oil Seeds,Ammonium Sulphate
26.2,38,35,3,61,8,Sandy,Rice,SSP
34.6,65,64,63,47,43,Red,Cotton,NPK 20-20-20
31.8,74,65,57,39,30,Red,Cotton,NPK 20-20-20
31.1,50,46,84,18,13,Sandy,Cotton,Urea
20.5,39,37,21,28,21,Red,Sugarcane,Ammonium Sulphate
29.6,39,28,7,10,79,Red,Sugarcane,MOP
23.3,44,30,0,52,0,Red,Oil Seeds,SSP
28.3,57,40,10,5,78,Loamy,Cotton,MOP
27.9,51,27,6,8,76,Red,Cotton,MOP
25.4,57,47,44,58,54,Loamy,Maize,NPK 10-26-26
29.4,63,42,31,12,35,Sandy,Maize,Ammonium Sulphate
33.2,38,27,9,63,8,Sandy,Ground Nuts,SSP
24.0,67,55,28,77,0,Sandy,Maize,DAP
27.7,63,45,25,24,29,Sandy,Tobacco,Ammonium Sulphate
30.8,64,53,35,43,47,Red,Rice,NPK 10-26-26
28.1,69,54,14,78,28,Black,Rice,DAP
34.1,55,37,82,15,8,Black,Sugarcane,Urea
28.2,59,50,24,77,23,Loamy,Wheat,DAP
29.3,49,41,10,19,66,Red,Wheat,MOP
26.9,42,32,0,49,18,Red,Pulses,SSP
29.7,71,50,60,33,41,Red,Pulses,NPK 20-20-20
28.3,30,54,89,21,13,Loamy,Maize,Urea
32.2,49,45,89,4,11,Black,Wheat,Urea
27.3,61,36,24,85,22,Black,Maize,DAP
30.1,44,46,13,71,30,Loamy,Maize,DAP
28.6,72,53,15,86,14,Red,Sugarcane,DAP
23.1,54,47,55,57,47,Loamy,Cotton,NPK 10-26-26
33.0,46,34,0,18,82,Black,Wheat,MOP
21.1,42,26,9,14,68,Red,Cotton,MOP
30.2,49,43,21,13,38,Black,Wheat,Ammonium Sulphate
31.9,55,39,24,24,23,Loamy,Millets,Ammonium Sulphate
27.9,51,42,98,21,10,Loamy,Rice,Urea
25.2,65,55,61,51,51,Sandy,Cotton,NPK 20-20-20
24.7,59,41,18,31,46,Sandy,Maize,Ammonium Sulphate
24.9,52,40,6,14,63,Red,Rice,MOP
36.2,61,55,73,45,38,Sandy,Tobacco,NPK 20-20-20
30.8,59,47,14,71,6,Black,Wheat,DAP
39.2,65,55,48,41,40,Loamy,Sugarcane,NPK 20-20-20
26.9,45,20,94,43,0,Clayey,Sugarcane,Urea
23.1,47,38,20,29,39,Black,Millets,Ammonium Sulphate
30.8,43,37,7,25,77,Black,Pulses,MOP
40.1,46,40,9,17,70,Black,Wheat,MOP
23.1,42,49,14,13,72,Red,Cotton,MOP
27.4,60,52,56,45,43,Loamy,Tobacco,NPK 20-20-20
33.8,49,41,81,17,5,Black,Sugarcane,Urea
32.9,40,38,20,30,30,Loamy,Tobacco,Ammonium Sulphate
25.5,49,34,85,9,0,Loamy,Wheat,Urea
30.9,54,30,18,66,7,Red,Oil Seeds,SSP
25.5,39,37,4,15,66,Red,Wheat,MOP
33.1,60,46,45,50,67,Red,Wheat,NPK 10-26-26
28.1,56,31,23,8,23,Red,Wheat,Ammonium Sulphate
30.7,41,47,43,53,52,Red,Cotton,NPK 10-26-26
32.0,39,43,20,8,23,Sandy,Millets,Ammonium Sulphate
29.1,47,41,81,15,3,Clayey,Rice,Urea
24.6,68,45,43,51,53,Loamy,Rice,NPK 10-26-26
31.1,73,58,63,32,46,Sandy,Maize,NPK 20-20-20
26.2,57,44,5,78,18,Black,Rice,DAP
33.9,58,46,29,70,10,Red,Maize,DAP
30.4,34,36,22,28,23,Black,Maize,Ammonium Sulphate
29.9,54,40,1,49,3,Sandy,Pulses,SSP
29.6,40,33,2,10,66,Loamy,Oil Seeds,MOP
30.0,28,36,1,57,11,Sandy,Ground Nuts,SSP
28.4,51,36,25,30,36,Clayey,Tobacco,Ammonium Sulphate
30.3,54,45,38,50,39,Loamy,Rice,NPK 10-26-26
33.0,56,32,29,22,16,Sandy,Maize,Ammonium Sulphate
29.4,66,55,56,46,46,Red,Cotton,NPK 20-20-20
27.3,40,25,9,55,15,Red,Pulses,SSP
27.5,68,63,45,40,40,Red,Sugarcane,NPK 20-20-20
29.7,71,46,6,70,14,Red,Maize,DAP
26.8,54,35,60,60,52,Loamy,Wheat,NPK 10-26-26
30.1,40,30,10,52,4,Black,Oil Seeds,SSP
35.5,54,40,16,7,34,Clayey,Ground Nuts,Ammonium Sulphate
28.3,36,29,15,51,11,Sandy,Pulses,SSP
29.3,72,50,8,87,15,Black,Pulses,DAP
26.2,48,45,87,23,14,Black,Oil Seeds,Urea
28.9,40,26,12,18,73,Loamy,Wheat,MOP
26.9,30,36,0,54,6,Red,Oil Seeds,SSP
17.9,45,28,29,23,25,Red,Millets,Ammonium Sulphate
25.5,54,43,91,27,27,Loamy,Sugarcane,Urea
27.4,48,36,78,23,10,Clayey,Ground Nuts,Urea
29.8,65,60,61,38,42,Sandy,Maize,NPK 20-20-20
23.7,53,28,32,35,34,Black,Tobacco,Ammonium Sulphate
22.2,49,22,19,35,11,Sandy,Pulses,SSP
20.8,45,40,0,11,66,Black,Maize,MOP
26.1,45,50,57,45,64,Black,Maize,NPK 10-26-26
30.1,47,40,5,16,68,Red,Maize,MOP
31.8,52,40,11,6,72,Sandy,Wheat,MOP
26.4,41,37,18,47,20,Red,Oil Seeds,SSP
34.3,70,50,51,42,55,Sandy,Cotton,NPK 20-20-20
22.3,52,25,85,16,20,Loamy,Maize,Urea
23.6,60,57,16,76,24,Red,Sugarcane,DAP
25.9,62,52,7,62,9,Red,Rice,DAP
35.8,51,49,26,82,10,Loamy,Pulses,DAP
32.1,63,33,23,16,34,Loamy,Oil Seeds,Ammonium Sulphate
19.2,54,26,22,15,26,Clayey,Rice,Ammonium Sulphate
25.6,46,47,78,16,19,Loamy,Pulses,Urea
29.5,68,57,40,44,48,Red,Sugarcane,NPK 20-20-20
33.9,52,45,43,55,64,Red,Maize,NPK 10-26-26
28.8,51,46,24,33,42,Sandy,Wheat,Ammonium Sulphate
27.3,55,26,35,79,23,Loamy,Maize,DAP
21.4,67,41,85,13,11,Loamy,Wheat,Urea
28.0,69,45,70,44,35,Loamy,Tobacco,NPK 20-20-20
24.3,41,34,35,17,26,Loamy,Tobacco,Ammonium Sulphate
28.5,53,38,59,51,54,Red,Cotton,NPK 10-26-26
26.5,61,46,43,56,54,Black,Wheat,NPK 10-26-26
28.2,42,53,18,16,39,Loamy,Wheat,Ammonium Sulphate
24.9,54,53,45,59,70,Loamy,Tobacco,NPK 10-26-26
29.8,58,50,53,43,46,Red,Pulses,NPK 20-20-20
23.4,61,50,18,75,2,Black,Tobacco,DAP
28.4,55,24,11,16,28,Red,Wheat,Ammonium Sulphate
28.6,41,26,28,58,14,Black,Tobacco,SSP
21.7,48,45,97,3,12,Clayey,Maize,Urea
31.6,74,50,45,34,34,Loamy,Sugarcane,NPK 20-20-20
29.6,56,39,43,50,56,Red,Maize,NPK 10-26-26
29.5,56,54,27,88,14,Clayey,Wheat,DAP
33.7,50,38,6,11,70,Loamy,Wheat,MOP
24.4,54,49,54,58,53,Red,Oil Seeds,NPK 10-26-26
24.8,53,65,50,51,51,Loamy,Maize,NPK 10-26-26
23.6,41,30,9,44,15,Sandy,Maize,SSP
33.2,63,55,43,48,47,Black,Cotton,NPK 20-20-20
26.3,53,38,16,21,28,Red,Wheat,Ammonium Sulphate
26.8,40,28,17,60,12,Red,Ground Nuts,SSP
27.3,59,58,48,41,39,Red,Pulses,NPK 20-20-20
28.7,60,40,87,9,24,Loamy,Sugarcane,Urea
24.1,52,35,29,21,31,Loamy,Millets,Ammonium Sulphate
16.9,40,26,16,69,13,Loamy,Ground Nuts,SSP
30.3,54,49,8,81,25,Loamy,Oil Seeds,DAP
30.0,54,44,32,26,26,Loamy,Tobacco,Ammonium Sulphate
27.6,54,49,16,25,29,Sandy,Rice,Ammonium Sulphate
32.5,64,50,49,47,47,Loamy,Maize,NPK 20-20-20
25.6,59,45,6,72,6,Red,Pulses,DAP
25.4,48,32,10,56,22,Loamy,Pulses,SSP
30.2,57,51,17,74,24,Red,Pulses,DAP
27.6,69,46,15,71,10,Red,Tobacco,DAP
38.4,53,52,67,41,49,Red,Oil Seeds,NPK 20-20-20
29.5,55,37,87,14,13,Loamy,Rice,Urea
22.2,39,44,75,24,20,Clayey,Maize,Urea
33.4,64,68,53,38,43,Red,Tobacco,NPK 20-20-20
31.2,64,42,21,71,8,Clayey,Rice,DAP
33.5,51,57,62,28,44,Sandy,Rice,NPK 20-20-20
35.1,55,40,10,19,33,Sandy,Wheat,Ammonium Sulphate
25.2,45,39,81,4,9,Black,Sugarcane,Urea
28.3,45,25,16,56,18,Red,Oil Seeds,SSP
31.6,62,61,49,49,33,Clayey,Cotton,NPK 20-20-20
27.4,55,47,36,48,62,Sandy,Cotton,NPK 10-26-26
28.2,63,43,3,21,74,Clayey,Cotton,MOP
31.5,52,32,24,16,31,Loamy,Wheat,Ammonium Sulphate
22.6,59,45,18,78,10,Loamy,Cotton,DAP
24.8,86,62,15,72,22,Red,Maize,DAP
28.1,46,30,14,21,79,Black,Rice,MOP
27.5,49,22,16,49,5,Red,Ground Nuts,SSP
27.4,49,43,80,7,2,Black,Maize,Urea
29.5,57,51,20,86,24,Sandy,Sugarcane,DAP
27.1,66,45,45,45,40,Sandy,Cotton,NPK 20-20-20
24.7,41,28,15,46,12,Sandy,Oil Seeds,SSP
24.3,34,16,23,64,7,Red,Oil Seeds,SSP
30.5,57,43,7,70,20,Loamy,Maize,DAP
21.5,33,37,17,47,10,Loamy,Wheat,SSP
36.2,47,23,7,45,3,Clayey,Ground Nuts,SSP
22.9,74,43,12,87,0,Red,Rice,DAP
32.9,58,47,58,53,61,Loamy,Maize,NPK 10-26-26
29.2,69,59,57,50,38,Red,Ground Nuts,NPK 20-20-20
26.7,60,39,64,15,7,Black,Cotton,Urea
26.0,54,34,80,2,7,Loamy,Sugarcane,Urea
25.4,51,53,56,48,73,Loamy,Wheat,NPK 10-26-26
25.6,27,32,7,50,3,Red,Oil Seeds,SSP
30.3,70,56,49,41,44,Sandy,Sugarcane,NPK 20-20-20
25.0,50,43,76,28,4,Black,Wheat,Urea
22.3,42,45,84,18,10,Clayey,Maize,Urea
24.5,54,43,38,63,53,Sandy,Millets,NPK 10-26-26
31.0,68,58,52,41,36,Loamy,Cotton,NPK 20-20-20
32.3,52,31,10,25,57,Red,Sugarcane,MOP
26.6,49,32,11,66,15,Sandy,Ground Nuts,SSP
28.1,43,45,98,12,8,Black,Ground Nuts,Urea
23.9,62,55,54,42,42,Sandy,Tobacco,NPK 20-20-20
26.2,68,36,13,26,22,Red,Maize,Ammonium Sulphate
37.2,69,38,0,12,64,Sandy,Cotton,MOP
26.7,63,47,89,32,21,Loamy,Maize,Urea
36.5,50,32,91,18,13,Loamy,Cotton,Urea
28.9,44,49,70,15,20,Black,Sugarcane,Urea
31.8,63,50,53,42,68,Loamy,Rice,NPK 10-26-26
28.9,79,59,9,76,21,Red,Pulses,DAP
29.3,47,37,89,20,14,Black,Maize,Urea
30.9,60,56,21,89,19,Loamy,Rice,DAP
27.8,51,37,6,53,18,Sandy,Sugarcane,SSP
33.4,40,34,8,3,63,Black,Cotton,MOP
28.8,62,55,57,51,36,Red,Wheat,NPK 20-20-20
30.1,62,49,38,53,58,Loamy,Rice,NPK 10-26-26
22.5,42,46,76,8,7,Loamy,Millets,Urea
32.9,56,51,98,6,12,Clayey,Ground Nuts,Urea
28.5,47,34,15,18,44,Sandy,Pulses,Ammonium Sulphate
32.9,70,50,47,50,51,Loamy,Tobacco,NPK 20-20-20
25.1,48,49,58,28,64,Red,Rice,NPK 10-26-26
20.8,37,28,3,44,9,Red,Ground Nuts,SSP
31.6,62,46,8,81,28,Black,Oil Seeds,DAP
29.2,48,39,37,55,55,Loamy,Wheat,NPK 10-26-26
35.1,62,31,80,26,10,Clayey,Maize,Urea
33.6,63,57,44,40,46,Sandy,Cotton,NPK 20-20-20
28.7,46,29,88,1,26,Loamy,Oil Seeds,Urea
32.9,56,55,50,28,45,Sandy,Maize,NPK 20-20-20
29.8,62,38,13,71,26,Loamy,Maize,DAP
31.9,66,56,12,89,15,Red,Millets,DAP
33.4,69,53,10,76,20,Loamy,Rice,DAP
27.1,42,26,12,57,16,Loamy,Pulses,SSP
28.4,67,63,59,44,36,Red,Maize,NPK 20-20-20
21.4,67,43,51,60,59,Sandy,Wheat,NPK 10-26-26
30.4,60,44,6,72,20,Red,Maize,DAP
